Название услуги,Цена,Код услуги,Длительность,Категория,Рекомендации после приёма,Код по приказу №804н,Ставка НДС
"Катехоламины (адреналин, норадреналин, дофамин) и их метаболиты (ванилилминдальная кислота, гомованилиновая кислота, 5-гидроксииндолуксусная кислота) в суточной моче, ГХ/ВЭЖХ-МС",6420.0,7.4.D2.403,5.0,Прочие анализы,,A09.28.034.007,
"Метаболиты катехоламинов (ванилилминдальная кислота, гомованилиновая кислота, 5-гидроксииндолуксусная кислота) в суточной моче, ГХ-МС",4315.0,7.4.D3.403,5.0,Прочие анализы,,A09.28.034.005,
"Метаболиты эстрогенов и их соотношение в разовой порции мочи, ВЭЖХ-МС",8960.0,50.0.H125.401,5.0,Прочие анализы,,A09.28.023.002,
"Кортизол свободный в слюне, ВЭЖХ-МС",1375.0,7.9.A1,5.0,Прочие анализы,,A09.07.007.002,
"Диагностика стресса (соотношение ДГЭА и кортизола), слюна (4 порции), ВЭЖХ-МС",5805.0,7.9.A2,5.0,Прочие анализы,,B03.016.023.007,
"Дегидроэпиандростерон (ДГЭА) свободный в слюне, ВЭЖХ-МС",2370.0,7.9.A3,5.0,Прочие анализы,,A09.07.010,
"Тестостерон свободный в слюне, ВЭЖХ-МС",2370.0,7.9.A4,5.0,Прочие анализы,,A09.07.009,
"Прегненолон свободный в слюне, ВЭЖХ-МС",7515.0,7.9.A5,7.0,Прочие анализы,,A09.07.008.004,
"Стероидный профиль (8 показателей) в слюне (Тестостерон, Дегидроэпиандростерон, Андростендион, Кортизол, Кортизон, Эстрадиол, Прогестерон, 17-ОН-прогестерон), ВЭЖХ-МС",7395.0,7.9.D1,5.0,Прочие анализы,,B03.016.023.002,
"Мелатонин в крови, ВЭЖХ-МС",3500.0,7.9.A6,6.0,Прочие анализы,,A09.05.124.001,
"Мелатонин свободный в слюне, ВЭЖХ-МС",2925.0,7.9.A7,6.0,Прочие анализы,,A09.07.007.004,
"Андростендион свободный в слюне, ВЭЖХ-МС",2370.0,7.9.A40,10.0,Прочие анализы,,A09.07.009.001,
"Эстрадиол свободный в слюне, ВЭЖХ-МС",2370.0,7.9.A70,10.0,Прочие анализы,,A09.07.011,
"Прогестерон свободный в слюне, ВЭЖХ-МС",2370.0,7.9.A8,10.0,Прочие анализы,,A09.07.008.001,
"Гормоны в слюне, 14 показателей (Тестостерон, ДГЭА, Андростендион, Кортизол, Кортизон, 11-дезоксикортизол, Кортикостерон, Альдостерон, Эстрадиол, Эстрон, Эстриол, Прогестерон, 17-ОН-прогестерон, Прегненолон) ВЭЖХ-МС",10070.0,4.9.A21,10.0,Прочие анализы,,B03.016.023.008,
"Биохимическое исследование слюны (микробиоценоз полости рта), ГХ",2675.0,6.4.A1.900,9.0,Биохимия крови,,A09.07.007.003,
2-х стаканная проба мочи,585.0,6.1.D4,1.0,Прочие анализы,,B03.016.006.003,
Общий анализ мочи,465.0,6.1.D1.401,1.0,Прочие анализы,,B03.016.006,
Анализ мочи по Нечипоренко,540.0,6.1.D2.401,1.0,Прочие анализы,,B03.016.014,
Анализ мочи по Зимницкому,675.0,6.1.A1.401,1.0,Прочие анализы,,B03.016.015,
3-х стаканная проба мочи,675.0,6.1.D5,1.0,Прочие анализы,,B03.016.006.002,
Общий анализ кала (копрограмма),850.0,6.2.D1.101,1.0,Прочие анализы,,B03.016.010,
Исследование кала на простейшие и яйца гельминтов методом обогащения (PARASEP),1060.0,6.2.A12.101,2.0,Прочие анализы,,A26.19.010.001.001,
Исследование соскоба на энтеробиоз,620.0,6.2.A4.303,1.0,Прочие анализы,,A26.01.017.001,
"Исследование кала на простейших, яйца гельминтов",870.0,6.2.D3.101,1.0,Прочие анализы,,A26.19.011.002,
Общий анализ мокроты,655.0,6.5.D2,1.0,Прочие анализы,,A12.09.010.001,
Антиспермальные антитела класса IgA количественно (MAR-тест IgA),2525.0,6.3.A3.117,1.0,Серология,,A12.06.028.002,
Антиспермальные антитела класса IgG количественно (MAR-тест IgG),2480.0,6.3.A4.117,1.0,Серология,,A12.06.028.001,
Антитела к нуклеосомам,1485.0,9.1.A88,9.0,Серология,,A12.06.010.014,
"Антинуклеарные антитела, иммуноблот (к RNP/Sm, Sm, SSA-60, SS-B, Scl-70, PM-Scl, CENP B, Jo-1, ANA-PCNA, АМА-M2, SSA-52, dsDNA, нуклеосомам, гистонам, рибосомальному белку P, RNP 70, RNP A, RNP C), 18 показателей",5995.0,9.1.A89,7.0,Серология,,A12.06.010.021,
Антитела к Ro/SS-A,1605.0,9.0.A66.201,9.0,Серология,,A12.06.010.015,
Антитела к Sm-антигену,1605.0,9.0.A67.201,9.0,Серология,,A12.06.010.017,
Антитела к La/SS-B,1605.0,9.0.A68.201,9.0,Серология,,A12.06.010.016,
Антитела к Scl-70,1605.0,9.0.A69.201,9.0,Серология,,A12.06.010.018,
Антитела к Jo-1 антигену,1605.0,9.0.A70.201,9.0,Серология,,A12.06.010.019,
Антинуклеарный фактор на клеточной линии HEp-2 (АНФ),1745.0,9.0.A33.201,9.0,Прочие анализы,,A12.06.010.008,
"Антитела к экстрагируемому ядерному антигену, кач.",1535.0,9.0.A34.201,10.0,Серология,,A12.06.061,
Антитела к ядерным антигенам (ANA),1325.0,9.0.A3.201,4.0,Серология,,A12.06.061.001,
"Антитела к двуспиральной ДНК (нативной, a-dsDNA)",1170.0,9.0.A1.201,4.0,ПЦР диагностика & Генетика,,A12.06.010.007,
Антитела к односпиральной ДНК (a-ssDNА),1075.0,9.0.A2.201,8.0,ПЦР диагностика & Генетика,,A12.06.010.001,
"Антинуклеарные антитела, иммуноблот (к nRNP/Sm, Sm, SS-A (SS-A нативный), SS-B, Scl-70, PM-Scl, CENP B, Jo-1, ANA-PCNA, AMA-M2, ANA-Ro-52, dsDNA, нуклеосомам, гистонам, рибосомальному белку P)",4645.0,9.0.D4.201,7.0,Серология,,A12.06.010.009,
"Антитела при полимиозите, иммуноблот (Mi-2, Ku, Pm-Scl100, Pm-Scl75, SPR, Ro-52, Jo-1, PL-7, PL-12, EJ, OJ)",5295.0,9.0.D9.201,9.0,Серология,,A12.06.025.001,
"Антитела при системной склеродермии (иммуноблот): Scl-70, CENP A, CENP B, RP11, RP155, Fibrillarin, NOR90, Th/To, Pm-Scl100, Pm-Scl75, Ku, PDGFR, Ro-52 (SSA-A 52 кДа)",5190.0,9.1.D5,9.0,Серология,,A12.06.025.004,
Антитела к скелетным мышцам (АСМ),1775.0,9.0.A80.201,9.0,Серология,,A12.06.025,
"Антитела к фосфолипидам (кардиолипину, фосфатидилсерину, фосфатидилинозитолу, фосфатидиловой кислоте), суммарные",1500.0,9.0.D1.201,4.0,Серология,,A12.06.030.001,
"Антитела класса IgМ к фосфолипидам (кардиолипину, фосфатидилсерину, фосфатидилинозитолу, фосфатидиловой кислоте)",1485.0,9.0.A6.201,4.0,Серология,,A12.06.030.002,
"Антитела класса IgG к фосфолипидам (кардиолипину, фосфатидилсерину, фосфатидилинозитолу, фосфатидиловой кислоте)",1265.0,9.0.A7.201,4.0,Серология,,A12.06.030.003,
"Антифосфолипидные антитела, иммуноблот (кардиолипин, бета-2-гликопротеин, аннексин V, протромбин, фосфатидилсерин, фосфатидилглицерол, фосфатидилхолин, фосфатидилэтаноламин, фосфатидилинозитол, фосф. к-та), IgG/M",6530.0,9.2.D4,10.0,Серология,,A12.06.030.004,
Антитела  к  кардиолипину (суммарные),1560.0,9.0.A46.201,8.0,Серология,,A12.06.029.005,
"Антитела к кардиолипину, IgA",2150.0,9.2.A3,11.0,Серология,,A12.06.029.003,
"Антитела к кардиолипину, IgM",1485.0,9.0.A76.201,8.0,Серология,,A12.06.029.002,
"Антитела к кардиолипину, IgG",1485.0,9.0.A75.201,8.0,Серология,,A12.06.029.001,
Антитела к бета-2-гликопротеину,1605.0,9.0.A18.201,8.0,Серология,,A12.06.051,
"Антитела к бета-2-гликопротеину, IgM",1615.0,9.0.A78.201,10.0,Серология,,A12.06.051.001,
"Антитела к бета-2-гликопротеину, IgG",1470.0,9.0.A77.201,10.0,Серология,,A12.06.051.002,
"Антитела к протромбину, суммарные",1920.0,9.0.A54.201,10.0,Серология,,A12.06.013.001,
Антитела к аннексину V класса IgM,1945.0,9.0.A53.201,14.0,Серология,,A12.06.065.002,
Антитела к аннексину V класса IgG,1945.0,9.0.A52.201,14.0,Серология,,A12.06.065.001,
"Антитела к тромбоцитам, класса IgG",4125.0,9.0.A42.201,9.0,Серология,,A12.06.013.002,
"Антитела к циклическому цитруллиновому пептиду (ACCP, anti-CCP)",1945.0,9.0.A11.201,1.0,Серология,,A12.06.052,
Антитела к цитруллинированному виментину (анти-MCV),1920.0,9.0.A26.201,8.0,Серология,,A12.06.062.001,
Антикератиновые антитела (АКА),2785.0,9.0.A19.201,9.0,Серология,,A12.06.063,
